state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code
14,Manipur,"MANIPUR                                           ",14,260,Ukhrul,"UKHRUL                                            ",279
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,26,Una,"UNA                                               ",029
22,Chhattisgarh,छत्तीसगढ़,22,381,"Uttar Bastar Kanker","उत्तर बस्तर कांकेर",413
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,437,Vidisha,विदिशा,443
29,Karnataka,ಕರ್ನಾಟಕ,29,738,Vijayanagar,,000
29,Karnataka,ಕರ್ನಾಟಕ,29,530,Vijayapura,ವಿಜಯಾಪುರ,557
36,Telangana,తెలంగాణ,00,698,Vikarabad,వికారాబాద్,000
27,Maharashtra,महाराष्ट्र,27,499,Washim,वाशिम,502
18,Assam,"ASSAM                                             ",18,710,"West Karbi Anglong",,000
13,Nagaland,"NAGALAND                                          ",13,250,Wokha,"WOKHA                                             ",264
36,Telangana,తెలంగాణ,00,501,Adilabad,ఆదిలాబాద్,532
24,Gujarat,"GUJARAT                                           ",24,438,Ahmedabad,AHMEDABAD,474
15,Mizoram,"MIZORAM                                           ",15,261,Aizawl,"AIZAWL                                            ",283
27,Maharashtra,महाराष्ट्र,27,467,Akola,अकोला,501
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,119,Aligarh,"ALIGARH                                           ",143
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,639,Alirajpur,अलीराजपुर,465
8,Rajasthan,"RAJASTHAN                                         ",08,87,Alwar,"ALWAR                                             ",104
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,640,Amethi,Amethi,000
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,123,Azamgarh,"AZAMGARH                                          ",191
29,Karnataka,ಕರ್ನಾಟಕ,29,524,Bagalkote,ಬಾಗಲಕೋಟೆ,556
5,Uttarakhand,UTTARAKHAND,05,46,Bageshwar,"BAGESHWAR                                         ",063
29,Karnataka,ಕರ್ನಾಟಕ,29,528,Ballari,ಬಳ್ಳಾರಿ,565
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,750,Bapatla,Bapatla,000
8,Rajasthan,"RAJASTHAN                                         ",08,90,Barmer,"BARMER                                            ",115
3,Punjab,"PUNJAB                                            ",03,605,Barnala,"                                                  ",054
18,Assam,"ASSAM                                             ",18,280,Barpeta,"BARPETA                                           ",303
22,Chhattisgarh,छत्तीसगढ़,22,374,Bastar,बस्तर,414
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,394,Betul,बैतूल,447
21,Odisha,ODISHA,21,348,Bhadrak,"BHADRAK                                           ",378
24,Gujarat,"GUJARAT                                           ",24,443,Bhavnagar,"BHAVNAGAR                                         ",481
8,Rajasthan,"RAJASTHAN                                         ",08,92,Bhilwara,"BHILWARA                                          ",122
6,Haryana,"HARYANA                                           ",06,59,Bhiwani,"BHIWANI                                           ",081
29,Karnataka,ಕರ್ನಾಟಕ,29,529,Bidar,ಬೀದರ್‌,558
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,132,Bijnor,"BIJNOR                                            ",134
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,15,Bilaspur,"BILASPUR                                          ",030
20,Jharkhand,झारखंड,20,322,Bokaro,बोकारो,355
18,Assam,"ASSAM                                             ",18,281,Bongaigaon,"BONGAIGAON                                        ",319
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,2,Budgam,,002
10,Bihar,"BIHAR                                             ",10,194,Buxar,बक्सर,232
7,Delhi,"DELHI                                             ",07,77,Central,"CENTRAL                                           ",095
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,16,Chamba,"CHAMBA                                            ",023
15,Mizoram,"MIZORAM                                           ",15,262,Champhai,"CHAMPHAI                                          ",284
4,Chandigarh,"CHANDIGARH                                        ",04,44,Chandigarh,"CHANDIGARH                                        ",055
33,"Tamil Nadu","TAMIL NADU                                        ",33,730,Chengalpattu,செங்கல்பட்டு,000
27,Maharashtra,महाराष्ट्र,27,469,"Chhatrapati Sambhajinagar","छत्रपती संभाजीनगर",515
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,399,Chhindwara,छिन्दवाड़ा,455
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,136,Chitrakoot,"CHITRAKOOT                                        ",171
14,Manipur,"MANIPUR                                           ",14,254,Churachandpur,"CHURACHANDPUR                                     ",274
33,"Tamil Nadu","TAMIL NADU                                        ",33,570,Cuddalore,"CUDDALORE                                         ",617
21,Odisha,ODISHA,21,350,Cuttack,"CUTTACK                                           ",381
29,Karnataka,ಕರ್ನಾಟಕ,29,534,"Dakshina Kannada","ದಕ್ಷಿಣ ಕನ್ನಡ",575
38,"The Dadra And Nagar Haveli And Daman And Diu","THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",NA,463,Daman,DAMAN,495
10,Bihar,"BIHAR                                             ",10,195,Darbhanga,दरभंगा,215
8,Rajasthan,"RAJASTHAN                                         ",08,97,Dausa,"DAUSA                                             ",109
8,Rajasthan,"RAJASTHAN                                         ",08,767,Deeg,डीग,NA
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,137,Deoria,"DEORIA                                            ",190
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,402,Dewas,देवास,437
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,403,Dhar,धार,438
27,Maharashtra,महाराष्ट्र,27,488,Dharashiv,धाराशिव,525
27,Maharashtra,महाराष्ट्र,27,474,Dhule,धुळे,498
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,747,"Dr. B.R. Ambedkar Konaseema","డా బి ఆర్  అంబేడ్కర్ కోనసీమ",000
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,231,"East Kameng","EAST KAMENG                                       ",247
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,139,Etawah,"ETAWAH                                            ",161
6,Haryana,"HARYANA                                           ",06,60,Faridabad,"FARIDABAD                                         ",088
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,143,Firozabad,"FIROZABAD                                         ",147
8,Rajasthan,"RAJASTHAN                                         ",08,100,Ganganagar,"GANGANAGAR                                        ",099
18,Assam,"ASSAM                                             ",18,288,Golaghat,"GOLAGHAT                                          ",313
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,148,Gorakhpur,"GORAKHPUR                                         ",188
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,406,Guna,गुना,458
11,Sikkim,"SIKKIM                                            ",11,228,Gyalshing,Gyalshing,242
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,149,Hamirpur,"HAMIRPUR                                          ",168
32,Kerala,"KERALA                                            ",32,556,Idukki,ഇടുക്കി,596
14,Manipur,"MANIPUR                                           ",14,255,"Imphal East","IMPHAL EAST                                       ",278
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,410,Indore,इन्दौर,439
8,Rajasthan,"RAJASTHAN                                         ",08,783,"Jaipur (Gramin)","जयपुर (ग्रामीण)",NA
8,Rajasthan,"RAJASTHAN                                         ",08,103,Jaisalmer,"JAISALMER                                         ",114
36,Telangana,తెలంగాణ,00,689,Jangoan,జనగాం,000
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,152,Jaunpur,"JAUNPUR                                           ",194
6,Haryana,"HARYANA                                           ",06,64,Jhajjar,"JHAJJAR                                           ",083
24,Gujarat,"GUJARAT                                           ",24,448,Junagadh,"JUNAGADH                                          ",479
6,Haryana,"HARYANA                                           ",06,66,Kaithal,"KAITHAL                                           ",073
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,718,Kamle,KAMLE,000
33,"Tamil Nadu","TAMIL NADU                                        ",33,575,Kanniyakumari,"KANNIYAKUMARI                                     ",629
34,Puducherry,PUDUCHERRY,34,598,Karaikal,காரைக்கால்,637
18,Assam,"ASSAM                                             ",18,293,Karimganj,"KARIMGANJ                                         ",317
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,158,Kaushambi,"KAUSHAMBI                                         ",174
8,Rajasthan,"RAJASTHAN                                         ",08,781,Kekri,केकड़ी,NA
21,Odisha,ODISHA,21,361,Kendujhar,"KENDUJHAR                                         ",375
22,Chhattisgarh,छत्तीसगढ़,22,759,Khairagarh-Chhuikhadan-Gandai,खैरागढ़-छुईखदान-गंडई,000
13,Nagaland,"NAGALAND                                          ",13,245,Kohima,"KOHIMA                                            ",270
18,Assam,"ASSAM                                             ",18,294,Kokrajhar,"KOKRAJHAR                                         ",300
27,Maharashtra,महाराष्ट्र,27,480,Kolhapur,कोल्हापूर,530
22,Chhattisgarh,छत्तीसगढ़,22,643,Kondagaon,कोंडागांव,000
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,20,Kullu,"KULLU                                             ",026
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,233,"Kurung Kumey","KURUNG KUMEY                                      ",256
37,Ladakh,Ladakh,00,9,"Leh Ladakh","LEH LADAKH                                        ",003
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,162,Lucknow,"LUCKNOW                                           ",157
10,Bihar,"BIHAR                                             ",10,205,Madhepura,मधेपुरा,213
3,Punjab,"PUNJAB                                            ",03,737,Malerkotla,,000
11,Sikkim,"SIKKIM                                            ",11,226,Mangan,Mangan,241
3,Punjab,"PUNJAB                                            ",03,37,Mansa,ਮਾਨਸਾ,047
18,Assam,"ASSAM                                             ",18,296,Marigaon,"MARIGAON                                          ",304
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,167,Mathura,"MATHURA                                           ",145
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,169,Meerut,"MEERUT                                            ",138
3,Punjab,"PUNJAB                                            ",03,38,Moga,"MOGA                                              ",042
22,Chhattisgarh,छत्तीसगढ़,22,647,Mungeli,मुंगेली,000
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,172,Muzaffarnagar,"MUZAFFARNAGAR                                     ",133
10,Bihar,"BIHAR                                             ",10,208,Muzaffarpur,मुजफ्फरपुर,216
8,Rajasthan,"RAJASTHAN                                         ",08,110,Nagaur,"NAGAUR                                            ",112
11,Sikkim,"SIKKIM                                            ",11,227,Namchi,Namchi,243
22,Chhattisgarh,छत्तीसगढ़,22,637,Narayanpur,नारायणपुर,415
24,Gujarat,"GUJARAT                                           ",24,452,Narmada,"NARMADA                                           ",487
21,Odisha,ODISHA,21,367,Nayagarh,"NAYAGARH                                          ",385
13,Nagaland,"NAGALAND                                          ",13,764,Niuland,Niuland,000
19,"West Bengal","WEST BENGAL                                       ",19,303,"North 24 Parganas","NORTH TWENTY FOUR PARGANAS",337
35,"Andaman And Nicobar Islands","ANDAMAN AND NICOBAR ISLANDS                       ",35,632,"North And Middle Andaman","NORTH AND MIDDLE ANDAMAN                          ",639
17,Meghalaya,"MEGHALAYA                                         ",17,656,"North Garo Hills","NORTH GARO HILLS",000
6,Haryana,"HARYANA                                           ",06,604,Nuh,नूँह,087
11,Sikkim,"SIKKIM                                            ",11,741,Pakyong,Pakyong,000
8,Rajasthan,"RAJASTHAN                                         ",08,111,Pali,"PALI                                              ",118
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,751,Palnadu,Palnadu,000
6,Haryana,"HARYANA                                           ",06,619,Palwal,,089
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,420,Panna,पन्ना,426
5,Uttarakhand,UTTARAKHAND,05,52,"Pauri Garhwal","PAURI GARHWAL                                     ",061
8,Rajasthan,"RAJASTHAN                                         ",08,772,Phalodi,फलाैदी,NA
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,173,Pilibhit,"PILIBHIT                                          ",151
19,"West Bengal","WEST BENGAL                                       ",19,306,"Purba Bardhaman","PURBA BARDHAMAN",335
24,Gujarat,"GUJARAT                                           ",24,457,Rajkot,"RAJKOT                                            ",476
29,Karnataka,ಕರ್ನಾಟಕ,29,631,Ramanagara,ರಾಮನಗರ,584
20,Jharkhand,झारखंड,20,607,Ramgarh,रामगढ़,361
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,176,Rampur,"RAMPUR                                            ",136
33,"Tamil Nadu","TAMIL NADU                                        ",33,731,Ranipet,ராணிப்பேட்டை,000
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,424,Rewa,रीवा,430
10,Bihar,"BIHAR                                             ",10,215,Rohtas,रोहतास,234
3,Punjab,"PUNJAB                                            ",03,42,Rupnagar,ਰੂਪਨਗਰ,051
8,Rajasthan,"RAJASTHAN                                         ",08,779,Sanchore,सांचौर,NA
27,Maharashtra,महाराष्ट्र,27,494,Satara,सातारा,527
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,428,Seoni,सिवनी,456
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,180,Shahjahanpur,"SHAHJAHANPUR                                      ",152
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,430,Shajapur,शाजापुर,436
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,431,Sheopur,श्योपुर,418
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,432,Shivpuri,शिवपुरी,423
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,625,Shopian,"SHOPIAN                                           ",013
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,433,Sidhi,सीधी,462
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,638,Singrauli,सिंगरौली,463
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,183,Sitapur,"SITAPUR                                           ",154
27,Maharashtra,महाराष्ट्र,27,496,Solapur,सोलापूर,526
11,Sikkim,"SIKKIM                                            ",11,742,Soreng,Soreng,000
7,Delhi,"DELHI                                             ",07,83,South,"SOUTH                                             ",098
18,Assam,"ASSAM                                             ",18,707,"South Salmara Mancachar",,000
17,Meghalaya,"MEGHALAYA                                         ",17,663,"South West Garo Hills","SOUTH WEST GARO HILLS",000
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,519,Srikakulam,"SRIKAKULAM                                        ",542
22,Chhattisgarh,छत्तीसगढ़,22,642,Sukma,सुकमा,000
10,Bihar,"BIHAR                                             ",10,223,Supaul,सुपौल,208
18,Assam,"ASSAM                                             ",18,756,Tamulpur,,000
5,Uttarakhand,UTTARAKHAND,05,55,"Tehri Garhwal","TEHRI GARHWAL                                     ",059
27,Maharashtra,महाराष्ट्र,27,497,Thane,ठाणे,517
32,Kerala,"KERALA                                            ",32,565,Thiruvananthapuram,തിരുവനന്തപുരം,601
33,"Tamil Nadu","TAMIL NADU                                        ",33,591,Tiruchirappalli,"TIRUCHIRAPPALLI                                   ",614
33,"Tamil Nadu","TAMIL NADU                                        ",33,634,Tiruppur,"TIRUPPUR                                          ",633
33,"Tamil Nadu","TAMIL NADU                                        ",33,593,Tiruvannamalai,"TIRUVANNAMALAI                                    ",606
8,Rajasthan,"RAJASTHAN                                         ",08,117,Udaipur,"UDAIPUR                                           ",130
18,Assam,"ASSAM                                             ",18,617,Udalguri,,326
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,240,"Upper Siang","UPPER SIANG                                       ",252
29,Karnataka,ಕರ್ನಾಟಕ,29,550,"Uttara Kannada","ಉತ್ತರ ಕನ್ನಡ",563
5,Uttarakhand,UTTARAKHAND,05,57,"Uttar Kashi","UTTAR KASHI                                       ",056
36,Telangana,తెలంగాణ,00,522,Warangal,వరంగల్,540
32,Kerala,"KERALA                                            ",32,567,Wayanad,വയനാട്,590
17,Meghalaya,"MEGHALAYA                                         ",17,278,"West Garo Hills","WEST GARO HILLS                                   ",293
17,Meghalaya,"MEGHALAYA                                         ",17,275,"West Jaintia Hills","WEST JAINTIA HILLS",299
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,243,"West Siang","WEST SIANG                                        ",250
20,Jharkhand,झारखंड,20,343,"West Singhbhum","पश्चिमी सिंघभूम",368
36,Telangana,తెలంగాణ,00,697,"Yadadri Bhuvanagiri","యదాద్రి భువనగిరి",000
29,Karnataka,ಕರ್ನಾಟಕ,29,635,Yadgir,ಯಾದಗಿರಿ,580
34,Puducherry,PUDUCHERRY,34,601,Yanam,"YANAM                                             ",634
13,Nagaland,"NAGALAND                                          ",13,251,Zunheboto,"ZUNHEBOTO                                         ",263
